"","gsm","gse","gsm_title","platform","blood.subgroup","predsex","predage","predcell.CD8T","predcell.CD4T","predcell.NK","predcell.Bcell","predcell.Mono","predcell.Gran","glint.epi.pc1","glint.epi.pc2"
"GSM3228675.1606254744.hlink.GSM3228675_200594720075_R07C01","GSM3228675","GSE116339","200594720075_R07C01","epic","other/NOS","F",60.801,"0.40707073491693","0.0826446942741344","0.254860987297718","0.0956371807271963","0.0197064124574916","0.137490804734624",-23.25801,22.90532
"GSM3228676.1606254744.hlink.GSM3228676_200594720075_R08C01","GSM3228676","GSE116339","200594720075_R08C01","epic","other/NOS","F",55.721,"0.0503267960677763","0.0880524526575328","0.0606213363811022","0.225200732417005","0.0798915127434988","0.487116380724765",-7.032255,4.960866
"GSM3228677.1606254744.hlink.GSM3228677_200594720089_R01C01","GSM3228677","GSE116339","200594720089_R01C01","epic","other/NOS","F",37.448,"0.125315096245961","0.195094907011275","0.0278304996988662","0.0492921489032847","0.0621335993633458","0.541190923193494",-10.0275,3.121491
"GSM3228678.1606254744.hlink.GSM3228678_200594720089_R02C01","GSM3228678","GSE116339","200594720089_R02C01","epic","other/NOS","F",57.061,"0.0991096912665341","0.194803845511634","0.0215870244174077","0.061131884472127","0.0984392366001172","0.523305186556073",-4.598089,5.322695
"GSM3228679.1606254744.hlink.GSM3228679_200594720089_R03C01","GSM3228679","GSE116339","200594720089_R03C01","epic","other/NOS","M",65.254,"0.0279613733538342","0.143448565443672","0.0288806922253246","0.0425301206369334","0.0596035204693761","0.688345781768134",-0.4909101,0.6496057
"GSM3228680.1606254744.hlink.GSM3228680_200594720089_R04C01","GSM3228680","GSE116339","200594720089_R04C01","epic","other/NOS","M",45.295,"0.0861130871369733","0.101643076886809","0.0996998772550743","0.0635900727571795","0.0870661004368011","0.563338843155864",-8.365383,0.5110548
"GSM3228681.1606254744.hlink.GSM3228681_200594720089_R05C01","GSM3228681","GSE116339","200594720089_R05C01","epic","other/NOS","F",65.798,"0.0945756496273027","0.175952095305993","0.0657255128565239","0.0443896937044439","0.0614211181101366","0.541570314555314",0.07213873,2.575642
"GSM3228682.1606254744.hlink.GSM3228682_200594720089_R06C01","GSM3228682","GSE116339","200594720089_R06C01","epic","other/NOS","M",68.337,"0.0330987837243022","0.0472290740208605","0.0738469915373553","0.0470413247187624","0.113972440641254","0.689551726876474",-7.617507,-1.272702
"GSM3228683.1606254744.hlink.GSM3228683_200594720089_R07C01","GSM3228683","GSE116339","200594720089_R07C01","epic","other/NOS","F",61.055,"0.154433826600371","0.091294201631307","0.0738027091335482","0.0520700361257679","0.0749384762623979","0.562407129072161",-11.91013,3.872961
"GSM3228684.1606254744.hlink.GSM3228684_200594720089_R08C01","GSM3228684","GSE116339","200594720089_R08C01","epic","other/NOS","M",59.898,"0.0139428127738671","0.0986227968810119","0.0330067321310463","0.0484722742925791","0.134747674035204","0.682452797236829",-10.91873,-8.109531
"GSM3228685.1606254744.hlink.GSM3228685_200594740031_R01C01","GSM3228685","GSE116339","200594740031_R01C01","epic","other/NOS","M",76.387,"0.116223159163736","0.157424019458041","0.108160587493507","0.0642710549475283","0.0493216340078147","0.525091948139031",-10.22276,11.1829
"GSM3228686.1606254744.hlink.GSM3228686_200594740031_R03C01","GSM3228686","GSE116339","200594740031_R03C01","epic","other/NOS","F",46.332,"0.0534339080480442","0.0835311920574363","0.0580144114911117","0.0569858951874232","0.0982537778061559","0.666158777437104",-5.122155,-3.847272
"GSM3228687.1606254744.hlink.GSM3228687_200594740031_R04C01","GSM3228687","GSE116339","200594740031_R04C01","epic","other/NOS","M",72.011,"0.0512904338817527","0.0797795099533327","0.0649272861452822","0.0518740363681738","0.0799021661274641","0.682996194462939",-6.025962,-0.5014912
"GSM3228688.1606254744.hlink.GSM3228688_200594740031_R05C01","GSM3228688","GSE116339","200594740031_R05C01","epic","other/NOS","F",39.877,"0.0918964900741611","0.154349069481047","0.0277929168954909","0.0866628570426626","0.073415443561822","0.579733384689504",-9.578555,0.1958647
"GSM3228689.1606254744.hlink.GSM3228689_200594740031_R06C01","GSM3228689","GSE116339","200594740031_R06C01","epic","other/NOS","F",40.973,"0.110936369652374","0.180786943542324","0.00936425848803103","0.0716862250800198","0.0720080907782389","0.58281315555237",-17.53146,0.2675334
"GSM3228690.1606254744.hlink.GSM3228690_200594740031_R07C01","GSM3228690","GSE116339","200594740031_R07C01","epic","other/NOS","F",46.979,"0.0504900155067443","0.0540824669651186","0.0172059472575864","0.0248261756658615","0.0746348745243624","0.789393953774659",-6.134046,-9.866659
"GSM3228691.1606254744.hlink.GSM3228691_200594740031_R08C01","GSM3228691","GSE116339","200594740031_R08C01","epic","other/NOS","F",66.798,"0.02595948848593","0.0997702115737896","0.0658182970038974","0.1034191154746","0.0996450102926169","0.637028779568809",-7.794899,-9.056209
"GSM3228692.1606254744.hlink.GSM3228692_200594740033_R01C01","GSM3228692","GSE116339","200594740033_R01C01","epic","other/NOS","M",79.544,"0.0436403080971015","0.209099569320316","0.05801861877198","0.0385895673441806","0.0695045272879397","0.54850761685141",18.04071,11.89032
"GSM3228693.1606254744.hlink.GSM3228693_200594740033_R02C01","GSM3228693","GSE116339","200594740033_R02C01","epic","other/NOS","M",68.895,"0.0715751001366826","0.144746679345298","0.0087458044441119","0.0516626555583291","0.0828779884297176","0.64040278149077",-0.571088,-0.6924905
"GSM3228694.1606254744.hlink.GSM3228694_200594740033_R03C01","GSM3228694","GSE116339","200594740033_R03C01","epic","other/NOS","F",44.427,"0.0479785187771759","0.128635661028149","0.0217235080684837","0.0811211739007033","0.0654645951394409","0.651068240429638",0.3200152,-1.937071
"GSM3228695.1606254744.hlink.GSM3228695_200594740033_R04C01","GSM3228695","GSE116339","200594740033_R04C01","epic","other/NOS","F",45.659,"0.0938375426136277","0.0873918490525505","0.059816403167997","0.0338681519667606","0.0701715395400692","0.662116019208196",-1.063395,0.6509807
"GSM3228696.1606254744.hlink.GSM3228696_200594740033_R05C01","GSM3228696","GSE116339","200594740033_R05C01","epic","other/NOS","M",56.637,"0.0441039928309469","0.119715096778406","0.015359807553012","0.0656317940662052","0.0488568108409351","0.724034919242488",-13.58404,-4.518525
"GSM3228697.1606254744.hlink.GSM3228697_200594740033_R06C01","GSM3228697","GSE116339","200594740033_R06C01","epic","other/NOS","F",70.109,"0.102695922239598","0.261065690234992","0.0613619279438481","0.0473821730141185","0.0812674149839974","0.452001979041861",-6.823462,8.334392
"GSM3228698.1606254744.hlink.GSM3228698_200594740033_R07C01","GSM3228698","GSE116339","200594740033_R07C01","epic","other/NOS","F",68.937,"0.116262907484332","0.105807565056126","0.111815730799451","0.0427821123682047","0.0872900962847024","0.544307769489741",-8.423382,4.574053
"GSM3228699.1606254744.hlink.GSM3228699_200594740033_R08C01","GSM3228699","GSE116339","200594740033_R08C01","epic","other/NOS","M",75.086,"0.0777207207433842","0.0651690433337218","0.0723293566169437","0.0322729737361625","0.0966171317826827","0.649843991933459",7.07679,1.307972
"GSM3228700.1606254744.hlink.GSM3228700_200594740034_R01C01","GSM3228700","GSE116339","200594740034_R01C01","epic","other/NOS","F",42.549,"0.0367143904915416","0.0810414262581774","0.0631158297073919","0.0212729961761298","0.0595980783550614","0.587156120294091",40.16665,18.34915
"GSM3228701.1606254744.hlink.GSM3228701_200594740034_R02C01","GSM3228701","GSE116339","200594740034_R02C01","epic","other/NOS","F",43.376,"0.0603641960810913","0.196945193106371","0.0662929774296603","0.0662351581121653","0.0839778838665772","0.424959957261234",17.33515,17.63145
"GSM3228702.1606254744.hlink.GSM3228702_200594740034_R03C01","GSM3228702","GSE116339","200594740034_R03C01","epic","other/NOS","M",67.022,"-6.95400703775816e-18","0.0480217168766715","0","0.00756475515994451","0.0652456576638212","0.738503903395943",47.17021,12.77088
"GSM3228703.1606254744.hlink.GSM3228703_200594740034_R04C01","GSM3228703","GSE116339","200594740034_R04C01","epic","other/NOS","F",42.55,"0.0336520828712616","0.112353878742245","0.028794682757876","0.0275904315542368","0.0548325396815161","0.642610413025679",27.03614,8.705666
"GSM3228704.1606254744.hlink.GSM3228704_200594740034_R05C01","GSM3228704","GSE116339","200594740034_R05C01","epic","other/NOS","F",58.246,"8.67361737988404e-19","0.0819545266676767","0.0390515872085851","0.0313459731075791","0.0713992538283536","0.658659905674246",31.15633,7.702271
"GSM3228705.1606254744.hlink.GSM3228705_200594740034_R06C01","GSM3228705","GSE116339","200594740034_R06C01","epic","other/NOS","M",50.101,"0.00680877359413464","0.178237936631882","0.0374572678576865","0.0444933708165157","0.0418929535310275","0.610924851279764",15.4703,9.457749
"GSM3228706.1606254744.hlink.GSM3228706_200594740034_R07C01","GSM3228706","GSE116339","200594740034_R07C01","epic","other/NOS","F",49.123,"0.0991243917240802","0.122374691478266","0.0824911745324298","0.0475187302630204","0.0853681791674355","0.495909075271767",13.58306,12.99922
"GSM3228707.1606254744.hlink.GSM3228707_200594740034_R08C01","GSM3228707","GSE116339","200594740034_R08C01","epic","other/NOS","M",43.315,"0.0183074444508846","0.12746636510629","0.03848325275947","0.0848595918876488","0.0739113499919769","0.557130797292982",26.00029,8.640243
"GSM3228708.1606254744.hlink.GSM3228708_200594740035_R01C01","GSM3228708","GSE116339","200594740035_R01C01","epic","other/NOS","M",47.956,"0.0446499754755889","0.146341776071046","0.0370117925910909","0.0766827941199116","0.0478967883203349","0.656243302692161",-2.614468,-4.948292
"GSM3228709.1606254744.hlink.GSM3228709_200594740035_R02C01","GSM3228709","GSE116339","200594740035_R02C01","epic","other/NOS","F",60.135,"0.0841323031860593","0.0970589917507838","0.0579692495954884","0.100307322097859","0.128947087495142","0.564659610881879",-12.68187,0.3218461
"GSM3228710.1606254744.hlink.GSM3228710_200594740035_R03C01","GSM3228710","GSE116339","200594740035_R03C01","epic","other/NOS","M",48.387,"0","0.0314392052973207","0.00486534793909014","0.0181287457910791","0.0957067019276555","0.840507821689196",0.733458,-7.987504
"GSM3228711.1606254744.hlink.GSM3228711_200594740035_R04C01","GSM3228711","GSE116339","200594740035_R04C01","epic","other/NOS","F",70.105,"0.159491301613228","0.106697780636988","0.0680685873263001","0.0308875236070131","0.0569587034168077","0.575655314002008",-2.280492,10.36594
"GSM3228712.1606254744.hlink.GSM3228712_200594740035_R05C01","GSM3228712","GSE116339","200594740035_R05C01","epic","other/NOS","F",53.508,"0.0619474990641918","0.138196334070986","0.0660931785945685","0.0634001898468424","0.0725032526131644","0.607842372992047",-6.336248,-3.705125
"GSM3228713.1606254744.hlink.GSM3228713_200594740035_R06C01","GSM3228713","GSE116339","200594740035_R06C01","epic","other/NOS","F",64.511,"0.0459614758730308","0.167417012787084","0.0791582770801651","0.0407254070031765","0.0699630574505891","0.598737678245928",-3.165442,-1.08623
"GSM3228714.1606254744.hlink.GSM3228714_200594740035_R07C01","GSM3228714","GSE116339","200594740035_R07C01","epic","other/NOS","M",74.026,"0.0267804937223002","0.129832793352477","0.0720852837572572","0.0264208290926051","0.0974194484942159","0.644985190794555",-5.369239,1.191734
"GSM3228715.1606254744.hlink.GSM3228715_200594740035_R08C01","GSM3228715","GSE116339","200594740035_R08C01","epic","other/NOS","M",74.36,"0.0522094829356939","0.0714963393692463","0.0540053900098495","0.0202148580827673","0.0704311088889183","0.72568423338052",-4.597009,-0.6334079
"GSM3228716.1606254744.hlink.GSM3228716_200594740039_R01C01","GSM3228716","GSE116339","200594740039_R01C01","epic","other/NOS","M",56.164,"0.00510707714916155","0.175290304408663","0.122053821018595","0.0550244443926621","0.183123702768378","0.333345683393632",24.06114,23.01348
"GSM3228717.1606254744.hlink.GSM3228717_200594740039_R02C01","GSM3228717","GSE116339","200594740039_R02C01","epic","other/NOS","F",46.581,"0.0645589472296571","0.292051208548762","0.0988500234809456","0.070529025750305","0.0618176210779173","0.308230938981762",19.87815,23.59511
"GSM3228718.1606254744.hlink.GSM3228718_200594740039_R03C01","GSM3228718","GSE116339","200594740039_R03C01","epic","other/NOS","M",54.247,"0.0299588176514298","0.19142853602828","0.0241168049993918","0.0801612621342026","0.0980801282984356","0.467849432871252",23.53702,16.21763
"GSM3228719.1606254744.hlink.GSM3228719_200594740039_R04C01","GSM3228719","GSE116339","200594740039_R04C01","epic","other/NOS","F",54.893,"0.0305708619504864","0.0749840974972446","0.0291905526723528","0.0320324806801039","0.0305144213087065","0.677166213413069",28.86687,12.77656
"GSM3228720.1606254744.hlink.GSM3228720_200594740039_R05C01","GSM3228720","GSE116339","200594740039_R05C01","epic","other/NOS","F",34.064,"0.087292364377795","0.182077131477391","0.0625595667484662","0.0442084244283366","0.0694588827726544","0.431247964638018",26.96626,21.55198
"GSM3228721.1606254744.hlink.GSM3228721_200594740039_R06C01","GSM3228721","GSE116339","200594740039_R06C01","epic","other/NOS","F",63.896,"0.0326625995645451","0.0734689527247495","0.0338786751966385","0.0618622444091979","0.036896388197326","0.660318452855581",27.87288,8.854723
"GSM3228722.1606254744.hlink.GSM3228722_200594740039_R07C01","GSM3228722","GSE116339","200594740039_R07C01","epic","other/NOS","M",68.526,"1.74553242867394e-19","0.0656504532875662","0.0488429196607485","0.635375285647514","0.0186849626026398","0",42.11381,60.30209
"GSM3228723.1606254744.hlink.GSM3228723_200594740039_R08C01","GSM3228723","GSE116339","200594740039_R08C01","epic","other/NOS","M",42.937,"0","0.138219588946769","0.0528209275936413","0.0340579336912725","0.0676110151782124","0.583319703106997",30.91067,13.76744
"GSM3228724.1606254744.hlink.GSM3228724_200594740046_R01C01","GSM3228724","GSE116339","200594740046_R01C01","epic","other/NOS","F",66.604,"0.0703973338976506","0.0893301175185075","0.0369339771668714","0.0449076806709616","0.086427744576695","0.692177814308387",1.405979,-1.249664
"GSM3228725.1606254744.hlink.GSM3228725_200594740046_R02C01","GSM3228725","GSE116339","200594740046_R02C01","epic","other/NOS","M",70.187,"0.0340018490971243","0.0519019230473016","0.0745944985565517","0.0568070512323171","0.102913198957432","0.688465351210803",-6.564861,-2.449619
"GSM3228726.1606254744.hlink.GSM3228726_200594740046_R03C01","GSM3228726","GSE116339","200594740046_R03C01","epic","other/NOS","F",35.146,"0.149952992334692","0.151321561717194","0.0338935079681783","0.0600009224361093","0.0838156347630795","0.5357097147305",-13.89602,4.014899
"GSM3228727.1606254744.hlink.GSM3228727_200594740046_R04C01","GSM3228727","GSE116339","200594740046_R04C01","epic","other/NOS","M",64.211,"0.00253232580101562","0.0398234451321145","0.0777301682500969","0.034209332503907","0.0815597419283149","0.764807704348079",6.08002,-7.961383
"GSM3228728.1606254744.hlink.GSM3228728_200594740046_R05C01","GSM3228728","GSE116339","200594740046_R05C01","epic","other/NOS","M",53.535,"0.0458053353818792","0.0844484520962254","0.0632930474419132","0.0819253183602413","0.0888967860768212","0.645963579582303",-6.072916,-5.25123
"GSM3228729.1606254744.hlink.GSM3228729_200594740046_R06C01","GSM3228729","GSE116339","200594740046_R06C01","epic","other/NOS","M",59.642,"0","0.0818534578567401","0.0350796618211182","0.0261567597317223","0.105236640134069","0.72900846444962",21.14827,0.06783829
"GSM3228730.1606254744.hlink.GSM3228730_200594740046_R07C01","GSM3228730","GSE116339","200594740046_R07C01","epic","other/NOS","F",82.054,"0.132619758966178","0.139954234942047","0.129022163601774","0.123559828269673","0.2232686348097","0.358345693205926",-23.76129,7.899864
"GSM3228731.1606254744.hlink.GSM3228731_200594740046_R08C01","GSM3228731","GSE116339","200594740046_R08C01","epic","other/NOS","M",52.385,"0.0857879041170077","0.158200250029649","0.0385541230914262","0.0586279963829755","0.0740268253635471","0.605150919173788",-13.00633,1.30466
"GSM3228732.1606254744.hlink.GSM3228732_200594740047_R01C01","GSM3228732","GSE116339","200594740047_R01C01","epic","other/NOS","M",54.743,"0.102098986926213","0.158348096388607","0.0420484617425409","0.100929367111908","0.131087989193941","0.485791441051512",-13.0153,-0.1451121
"GSM3228733.1606254744.hlink.GSM3228733_200594740047_R02C01","GSM3228733","GSE116339","200594740047_R02C01","epic","other/NOS","F",49.167,"0.0611626186004047","0.0705366981126899","0","0.0273868596764699","0.0336176663806322","0.79817871747774",7.981069,-7.063495
"GSM3228734.1606254744.hlink.GSM3228734_200594740047_R03C01","GSM3228734","GSE116339","200594740047_R03C01","epic","other/NOS","M",53.425,"0.0552229457566722","0.134143976381999","0.0299387850929392","0.052816167753215","0.106348288216962","0.626941043363933",-7.791363,0.2457539
"GSM3228735.1606254744.hlink.GSM3228735_200594740047_R04C01","GSM3228735","GSE116339","200594740047_R04C01","epic","other/NOS","M",38.325,"0.128120439971637","0.114148810073574","0.052360016479116","0.0623059947907345","0.100448941912938","0.557715141235897",-12.51496,1.802459
"GSM3228736.1606254744.hlink.GSM3228736_200594740047_R05C01","GSM3228736","GSE116339","200594740047_R05C01","epic","other/NOS","F",55.535,"0.120714424490834","0.0932710821644156","0.0806228179674333","0.151915830591801","0.088962332750262","0.463983004636189",-12.10866,8.616738
"GSM3228737.1606254744.hlink.GSM3228737_200594740047_R06C01","GSM3228737","GSE116339","200594740047_R06C01","epic","other/NOS","F",50.607,"0.0566014521099989","0.0937400353681315","0.0230650617009963","0.0320088544671331","0.0561500562652189","0.747848366571682",-1.418698,-6.330577
"GSM3228738.1606254744.hlink.GSM3228738_200594740047_R07C01","GSM3228738","GSE116339","200594740047_R07C01","epic","other/NOS","F",72.976,"0.0486773278323812","0.0742663385050251","0.0496812521369109","0.0413124327081478","0.123712524243318","0.674775287889012",-3.281994,-5.213444
"GSM3228739.1606254744.hlink.GSM3228739_200594740047_R08C01","GSM3228739","GSE116339","200594740047_R08C01","epic","other/NOS","M",60.22,"0.0104212500748505","0.077662869613062","0.0252688006729741","0.049378427911302","0.0749109551202046","0.769155856962296",-8.384921,-5.993051
"GSM3228740.1606254744.hlink.GSM3228740_200594740051_R01C01","GSM3228740","GSE116339","200594740051_R01C01","epic","other/NOS","M",62.623,"0.0170132886723252","0.111321411319319","0.0670717217885653","0.0638852165261266","0.0836142443002333","0.673062166122529",-9.495623,-2.831559
"GSM3228741.1606254744.hlink.GSM3228741_200594740051_R02C01","GSM3228741","GSE116339","200594740051_R02C01","epic","other/NOS","M",53.285,"0.067919143137667","0.108076362509777","0.0366595164639409","0.0429466885288237","0.0840910292933743","0.671180588064414",-2.983605,-0.9361312
"GSM3228742.1606254744.hlink.GSM3228742_200594740051_R03C01","GSM3228742","GSE116339","200594740051_R03C01","epic","other/NOS","F",64.006,"0.158429313766675","0.117588936651107","0.0847493892711047","0.10745049330775","0.113117363242091","0.439694340050949",-12.01861,4.17151
"GSM3228743.1606254744.hlink.GSM3228743_200594740051_R04C01","GSM3228743","GSE116339","200594740051_R04C01","epic","other/NOS","M",66.307,"0","0.0714731105685825","0.0549820201184901","0.0222599526335007","0.106075645358857","0.755681637615476",-4.568339,-5.375573
"GSM3228744.1606254744.hlink.GSM3228744_200594740051_R05C01","GSM3228744","GSE116339","200594740051_R05C01","epic","other/NOS","F",57.298,"0.116183429882037","0.218922739677782","0.0158378974620329","0.0675007152657481","0.0645553449408322","0.539565478160357",-14.66703,4.214559
"GSM3228745.1606254744.hlink.GSM3228745_200594740051_R06C01","GSM3228745","GSE116339","200594740051_R06C01","epic","other/NOS","M",73.18,"0.05229368844443","0.111460744337902","0.137823543157509","0.037822075843054","0.0784967874030115","0.584348417157912",1.732181,1.443194
"GSM3228746.1606254744.hlink.GSM3228746_200594740051_R07C01","GSM3228746","GSE116339","200594740051_R07C01","epic","other/NOS","M",68.132,"-8.67361737988404e-19","0.0904473724791698","0.099939254609427","0.0646209391145003","0.135783404878906","0.62012210958152",-7.055805,-4.350912
"GSM3228747.1606254744.hlink.GSM3228747_200594740051_R08C01","GSM3228747","GSE116339","200594740051_R08C01","epic","other/NOS","F",60.044,"0.0770717490147149","0.204183092961344","0.0537447914391266","0.0467861881264238","0.0830359991772209","0.561821554114641",-16.85533,0.1406481
"GSM3228748.1606254744.hlink.GSM3228748_200594740052_R01C01","GSM3228748","GSE116339","200594740052_R01C01","epic","other/NOS","F",54.286,"0.142048989050623","0.23656665640525","0.0204068763274491","0.0616361528541057","0.0587866042046106","0.499662271040889",-11.0397,11.09682
"GSM3228749.1606254744.hlink.GSM3228749_200594740052_R02C01","GSM3228749","GSE116339","200594740052_R02C01","epic","other/NOS","M",72.735,"0.0408620184793786","0.0677705189020232","0.126771860217873","0.0802643148702318","0.10515716452","0.597207650983856",-7.599448,-0.4730722
"GSM3228750.1606254744.hlink.GSM3228750_200594740052_R03C01","GSM3228750","GSE116339","200594740052_R03C01","epic","other/NOS","F",55.458,"0.0722844563009749","0.0378009814638657","0.0707220811907308","0.0538291647653125","0.113365974846023","0.658351363326035",-0.4888381,-3.181621
"GSM3228751.1606254744.hlink.GSM3228751_200594740052_R04C01","GSM3228751","GSE116339","200594740052_R04C01","epic","other/NOS","F",67.108,"0.0600674567703106","0.0305636841606853","0","0.00329972229922966","0.0673918110303434","0.833631564776824",5.380513,-8.150109
"GSM3228752.1606254744.hlink.GSM3228752_200594740052_R05C01","GSM3228752","GSE116339","200594740052_R05C01","epic","other/NOS","F",52.429,"0.0853494793122058","0.131280089545293","0.0186667785245121","0.041296674544969","0.0594977731213885","0.670870084844507",-4.190507,0.7782852
"GSM3228753.1606254744.hlink.GSM3228753_200594740052_R06C01","GSM3228753","GSE116339","200594740052_R06C01","epic","other/NOS","F",56.779,"0.0907262208427588","0.0603454845914319","0.121476261053147","0.0289652187001881","0.08681289063436","0.636382362363996",-14.57762,-1.623065
"GSM3228754.1606254744.hlink.GSM3228754_200594740052_R07C01","GSM3228754","GSE116339","200594740052_R07C01","epic","other/NOS","M",70.175,"0.00139640164145273","0.0212988340895889","0.0799809573072692","0.0569216260130175","0.142269636997741","0.713897854311027",-10.86201,-7.462753
"GSM3228755.1606254744.hlink.GSM3228755_200594740052_R08C01","GSM3228755","GSE116339","200594740052_R08C01","epic","other/NOS","M",64.514,"0.0233830054565283","0.157350113359926","0.0817404111383353","0.0435491117759435","0.084803637030025","0.618870253697102",-8.730388,-0.598351
"GSM3228756.1606254744.hlink.GSM3228756_200594740057_R01C01","GSM3228756","GSE116339","200594740057_R01C01","epic","other/NOS","F",48.555,"0.0523663523127736","0.00364380250335781","0.01541514407166","0.0215673981000656","0.110725581988389","0.793662898696957",1.675624,-6.142118
"GSM3228757.1606254744.hlink.GSM3228757_200594740057_R02C01","GSM3228757","GSE116339","200594740057_R02C01","epic","other/NOS","M",67.557,"0.0308511381128297","0.0385980980447335","0.085622574219966","0.0427676410743937","0.147050223552671","0.667184731320902",-6.826663,-2.561602
"GSM3228758.1606254744.hlink.GSM3228758_200594740057_R03C01","GSM3228758","GSE116339","200594740057_R03C01","epic","other/NOS","M",62.534,"0.023485043217055","0.0824700793785368","0.0794761850962526","0.0346406044590056","0.108847295697917","0.690202065191284",-11.34722,-3.814689
"GSM3228759.1606254744.hlink.GSM3228759_200594740057_R04C01","GSM3228759","GSE116339","200594740057_R04C01","epic","other/NOS","F",42.553,"0.113290284678677","0.130071443771008","0.0927597462561501","0.0551397366250667","0.0835460211391772","0.544554804991385",-12.39839,4.406557
"GSM3228760.1606254744.hlink.GSM3228760_200594740057_R05C01","GSM3228760","GSE116339","200594740057_R05C01","epic","other/NOS","F",49.589,"0.0647120034834783","0.137222092510862","0.0408551990769044","0.0509281599501972","0.0590161330033391","0.667849781252851",-9.845541,-2.865931
"GSM3228761.1606254744.hlink.GSM3228761_200594740057_R06C01","GSM3228761","GSE116339","200594740057_R06C01","epic","other/NOS","F",54.767,"0.152515081971268","0.134783986991573","0.0495134334489586","0.0875795363682943","0.0668821650605248","0.526326506795281",-11.015,2.171675
"GSM3228762.1606254744.hlink.GSM3228762_200594740057_R07C01","GSM3228762","GSE116339","200594740057_R07C01","epic","other/NOS","M",60.67,"0.0161757515546659","0.182293341282443","0.0982322518033379","0.0473532584869043","0.122573117206669","0.543419226500632",-8.984427,1.559112
"GSM3228763.1606254744.hlink.GSM3228763_200594740057_R08C01","GSM3228763","GSE116339","200594740057_R08C01","epic","other/NOS","F",53.461,"0.0722179806604969","0.107327661258516","0.011840004515951","0.037503651995603","0.0466685136440979","0.736343946193632",-7.502307,-5.127986
"GSM3228764.1606254744.hlink.GSM3228764_200594740069_R01C01","GSM3228764","GSE116339","200594740069_R01C01","epic","other/NOS","F",45.015,"0.0593093160424627","0.0872116372872284","0.0964242832724423","0.0949499207189381","0.137997272090921","0.544072782355054",-11.03294,-3.522656
"GSM3228765.1606254744.hlink.GSM3228765_200594740069_R02C01","GSM3228765","GSE116339","200594740069_R02C01","epic","other/NOS","F",52.66,"0.112861174878087","0.206620277939295","0.00180666869154836","0.0380575786104831","0.0485455118439531","0.596800828579436",-1.324278,4.274614
"GSM3228766.1606254744.hlink.GSM3228766_200594740069_R03C01","GSM3228766","GSE116339","200594740069_R03C01","epic","other/NOS","M",52.426,"0.165090677601473","0.176441105970241","0.0268067956157441","0.0548520736303399","0.0837482479366232","0.495217368592763",-6.616533,12.72862
"GSM3228767.1606254744.hlink.GSM3228767_200594740069_R04C01","GSM3228767","GSE116339","200594740069_R04C01","epic","other/NOS","M",62.084,"0.0298730916758154","0.0527370467940293","0.0645886448208994","0.0738575012501522","0.094787737901635","0.692119683082006",-4.84206,-1.366771
"GSM3228768.1606254744.hlink.GSM3228768_200594740069_R05C01","GSM3228768","GSE116339","200594740069_R05C01","epic","other/NOS","M",69.807,"0.0180996517636387","0.0452413984443333","0.0221821301462544","0.0202966454225372","0.0595595182860576","0.833477156471877",1.569485,-4.909599
"GSM3228769.1606254744.hlink.GSM3228769_200594740069_R06C01","GSM3228769","GSE116339","200594740069_R06C01","epic","other/NOS","M",58.463,"0.0363923797009449","0.0917025903980412","0.0523388297456095","0.0474705517795435","0.0850618507756547","0.685854742592225",3.176758,-1.929139
"GSM3228770.1606254744.hlink.GSM3228770_200594740069_R07C01","GSM3228770","GSE116339","200594740069_R07C01","epic","other/NOS","M",60.045,"0.0454443699023787","0.173022604011593","0.0600085608165515","0.0847286198164808","0.0869440973305795","0.566682063092504",-11.66029,1.305073
"GSM3228771.1606254744.hlink.GSM3228771_200594740069_R08C01","GSM3228771","GSE116339","200594740069_R08C01","epic","other/NOS","M",70.75,"0.0719051285786894","0.0590508773549614","0.140693910446062","0.0417709925024687","0.102010113092595","0.585963716927728",-5.161893,4.111739
"GSM3228772.1606254744.hlink.GSM3228772_200594740070_R01C01","GSM3228772","GSE116339","200594740070_R01C01","epic","other/NOS","M",49.218,"0.0686272488535434","0.189129417779621","0.0462101818762749","0.0525419014301603","0.0537808764100839","0.603369554775217",-7.332336,0.571339
"GSM3228773.1606254744.hlink.GSM3228773_200594740070_R02C01","GSM3228773","GSE116339","200594740070_R02C01","epic","other/NOS","F",63.923,"0.0632971211189662","0.239861494470407","0.028993881460773","0.0307466332304674","0.0724653759704856","0.576262959945379",1.423081,2.605746
"GSM3228774.1606254744.hlink.GSM3228774_200594740070_R03C01","GSM3228774","GSE116339","200594740070_R03C01","epic","other/NOS","F",48.883,"0.162680707818363","0.166677480610092","0.0764836249916185","0.0531056332423758","0.0519416705510461","0.497135359562238",-13.32372,6.028999
"GSM3228775.1606254744.hlink.GSM3228775_200594740070_R04C01","GSM3228775","GSE116339","200594740070_R04C01","epic","other/NOS","F",43.814,"0.0842256967570491","0.0926637795618027","0.012670855097982","0.03595429396217","0.0674431992838266","0.709405855457805",-1.304815,-2.430497
"GSM3228776.1606254744.hlink.GSM3228776_200594740070_R06C01","GSM3228776","GSE116339","200594740070_R06C01","epic","other/NOS","M",54.993,"0.0362289955135146","0.111300164424557","0.101524151565425","0.0458302461754361","0.0967947531141387","0.615513542626615",-0.5933491,-4.521903
